subject_id,emotion,window_id,window_start_sec,window_end_sec,window_size_sec,overlap_sec,label_valence,SKT_mean,SKT_std,SKT_min,SKT_max,SKT_median,SKT_range,SKT_entropy,SKT_kurtosis,SKT_skewness,SKT_slope,SKT_deriv_mean,SKT_deriv_std,SKT_baseline_norm,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_median,EDA_range,EDA_entropy,EDA_kurtosis,EDA_skewness,EDA_scr_count,EDA_scr_amplitude,PPG_mean,PPG_std,PPG_min,PPG_max,PPG_range,PPG_kurtosis,PPG_skewness,PPG_meanNN,PPG_sdnn,PPG_rmssd,PPG_pnn50
22,ANGER,3,30,50,20,10,2,7.99E-14,1.47166414,-1.366697947,4.829224454,-0.883986477,6.195922401,1.436666482,3.004000946,1.616815248,-2.79E-14,-0.006751209,1.190708368,-21.92688193,7.44E-06,0.993730307,-1.270527005,5.904249191,-0.074730009,7.174776077,1.622012032,17.93395042,3.621499062,19,0.850197818,-0.24735949,41.07484463,-106.5370914,111.5580936,218.095185,-0.636947422,-0.556013041,760.625,114.1730343,155.1064927,48
22,ANGER,4,40,60,20,10,2,-4.44E-14,1.436272689,-1.733373006,4.442295767,-0.186502159,6.175668773,2.155505758,1.905972934,1.232854407,-1.67E-14,0.013502419,1.190708368,-21.92688206,1.78E-06,0.993730366,-2.341899395,6.009610653,-0.114833534,8.351510048,2.054023742,14.71325874,2.533189774,16,0.84141125,-0.535780904,45.7397869,-104.8373842,111.0154036,215.8527878,-0.832264477,-0.567664825,766.875,127.8897739,206.2065927,72
22,ANGER,5,50,70,20,10,2,2.84E-13,1.168936143,-2.131902263,1.778270455,-0.248636531,3.910172718,3.054028717,-1.233374995,-0.05982511,4.27E-15,-0.007404733,0.871130539,-21.92688173,1.87E-06,0.993730307,-2.414533138,2.307226896,0.160969555,4.721759796,3.058585312,0.045693636,-0.356083721,23,0.915933805,0.612071371,47.62033777,-132.0235158,87.05982981,219.0833456,-0.752163019,-0.654189181,788.7228261,56.89918263,88.70167138,47.82608696
22,ANGER,6,60,80,20,10,2,7.82E-13,1.323984836,-2.089512624,2.799481009,-0.000919963,4.888993633,3.097214216,-0.893812385,0.189838017,1.08E-14,9.59E-05,0.927363833,-21.92688123,1.06E-05,0.993730366,-2.792968273,1.545642614,0.02712477,4.338610649,2.318550348,-0.602999926,-0.356339127,23,0.76591357,-0.479949726,51.04456536,-130.3410984,87.40831281,217.7494112,-0.804226653,-0.605865582,785.15625,114.5653189,214.3877943,41.66666667
22,ANGER,7,70,90,20,10,2,-1.07E-13,1.287804112,-1.977886195,3.12180499,0.175930941,5.099691184,2.995442848,-0.310698976,0.394984192,7.93E-15,0.036002587,1.006236277,-21.92688212,-3.38E-06,0.993730307,-2.518734455,2.060775757,-0.020822471,4.579510212,3.123856332,-0.515807629,-0.064688437,25,0.920070862,0.072178114,49.83522233,-117.5218203,76.03715192,193.5589722,-0.787722892,-0.660371744,764.375,132.1152038,176.3734238,52
22,ANGER,8,80,100,20,10,2,5.06E-13,1.238464142,-1.768423435,3.068148013,0.092145448,4.836571448,2.9231486,-0.067814535,0.620044202,-4.89E-15,-0.008907989,0.98046546,-21.9268815,-6.54E-07,0.993730366,-2.3696661,2.216781378,-0.076437972,4.586447716,2.981570861,-0.5338521,0.108724624,24,0.807250508,1.556222028,49.3459856,-123.7214898,117.1912441,240.9127339,-0.657200295,-0.51138574,764.9739583,121.6849102,130.4029343,62.5
22,ANGER,9,90,110,20,10,2,3.11E-13,1.172101124,-1.273010114,2.853180505,-0.797043888,4.126190618,2.015957321,-0.694400669,0.569839175,-2.86E-14,-0.018660165,0.81090017,-21.9268817,7.87E-07,0.993730366,-2.957248449,1.962184072,0.173294842,4.91943264,2.996776793,0.171345711,-0.156287208,22,0.770923193,-0.517541108,47.6778301,-120.1241045,99.38505248,219.509157,-0.797260932,-0.599406076,787.109375,90.03185059,145.0101313,62.5
22,ANGER,10,100,120,20,10,2,-4.35E-13,1.573389711,-3.526545787,2.203074333,0.288872059,5.72962012,3.0402537,-0.468309733,-0.693170522,-1.95E-14,0.024098067,1.030872864,-21.92688245,-6.77E-07,0.993730366,-3.48146987,1.953025579,0.141520083,5.434495449,2.773072948,0.693886757,-0.465499878,22,0.75254047,-0.118624291,51.3455889,-222.3123519,114.3608113,336.6731632,0.523821499,-0.845198639,792.3177083,133.0204707,199.4866459,70.83333333
22,ENTHUSIASM,0,0,20,20,10,8,2.22E-13,1.236051415,-2.558497377,2.316719691,-0.020464603,4.875217068,2.696047993,-0.401372065,-0.263231574,-2.23E-14,0.039663355,0.871141484,-21.92688179,-1.01E-07,0.993730307,-0.612873316,5.214672565,-0.248651385,5.82754612,0.996256302,18.32632828,4.333442688,18,0.136580237,0.610603635,60.70308308,-326.4839601,241.6579208,568.1418809,4.989996533,-0.455991183,717.5480769,176.6619232,290.9272622,69.23076923
22,ENTHUSIASM,1,10,30,20,10,8,4.62E-13,1.142022146,-2.5721063,2.515077578,0.059753674,5.087183878,2.833710273,0.112927412,0.040098764,-1.25E-14,0.015566576,0.840411074,-21.92688155,-8.09E-06,0.993730366,-2.468742609,2.167375803,-0.150678024,4.636118412,2.839723569,-0.323797226,-0.372049391,22,0.771529168,0.599779763,42.19081318,-125.6200397,96.06601169,221.6860513,-0.437577933,-0.379432909,747.5,151.6027653,246.4345359,72
22,ENTHUSIASM,2,20,40,20,10,8,4.00E-13,0.92358566,-1.52819109,2.139985638,-0.101953042,3.668176729,3.134603294,-0.459387099,0.386546311,2.51E-15,-0.025502566,0.711502924,-21.92688161,3.78E-06,0.993730366,-2.236649036,1.953802228,-0.141428277,4.190451145,2.609624417,-0.752981663,0.056628536,25,0.934998344,-0.810850252,42.71193586,-123.280793,102.7800142,226.0608072,-0.458614319,-0.387770022,733.1730769,180.4358372,285.9161536,88.46153846
22,ENTHUSIASM,3,30,50,20,10,8,3.38E-13,1.264236583,-2.659902573,3.260545731,-0.206041336,5.920448303,2.256052061,0.327063873,0.040615394,-1.03E-14,0.041817291,1.054106886,-21.92688167,5.64E-06,0.993730366,-2.73985672,3.48086524,-0.1783804,6.220722198,2.590877217,1.237097263,0.180295691,22,0.889992614,-0.045103738,39.83932173,-130.5884425,67.31900659,197.9074491,-0.255873067,-0.718259225,748.125,154.437403,215.6117901,80
22,ENTHUSIASM,4,40,60,20,10,8,6.13E-13,1.409575928,-2.800163411,2.857000603,-0.047712925,5.657164014,3.010563258,-0.572572183,-0.067387808,-3.32E-15,0.012563481,1.101095721,-21.9268814,-1.06E-05,0.993730366,-2.141627789,4.80968523,-0.097120583,6.951313019,2.312270377,5.358241081,1.195960164,24,0.929634853,-0.44821197,43.04133973,-119.4099983,72.8082778,192.2182761,-0.613400118,-0.670464378,772.5,159.7320347,226.607395,88
22,ENTHUSIASM,5,50,70,20,10,8,1.51E-13,1.279444229,-2.975071086,2.370350449,0.068007173,5.345421535,2.977403365,-0.244713893,-0.503723512,-1.32E-14,-0.019503065,0.900015817,-21.92688186,4.12E-06,0.993730307,-3.039270163,2.143985271,-0.212042868,5.183255196,2.961837307,0.129965544,-0.25803718,25,0.813084176,0.999548853,41.09429927,-105.710104,70.59392778,176.3040318,-0.759724287,-0.647185985,792.798913,135.3342964,222.2727708,69.56521739
22,ENTHUSIASM,6,60,80,20,10,8,4.80E-13,1.519048649,-3.84148676,2.310550384,0.36489078,6.152037143,2.958794388,0.305597133,-0.79217662,-6.23E-15,-0.021754469,1.272852507,-21.92688153,2.68E-06,0.993730366,-2.152004719,1.716777563,-0.21761921,3.868782282,2.987414595,-0.631542206,-0.062402658,24,0.815913587,-0.372783853,38.4097516,-101.5441227,49.8624876,151.4066103,-0.875855639,-0.635537412,789.7135417,101.9905452,179.8720107,50
22,ENTHUSIASM,7,70,90,20,10,8,-7.11E-14,1.694254072,-3.340870459,3.041168768,0.368587438,6.382039227,2.905220832,-0.548089617,-0.029740781,-2.53E-14,-0.011158392,1.475283512,-21.92688208,1.34E-05,0.993730307,-2.509642124,2.245495796,0.132103905,4.75513792,2.877232843,-0.677516222,-0.143724337,25,1.001493554,0.03669715,39.82487235,-96.70877347,79.59822629,176.3069998,-0.738052677,-0.550137071,805.0271739,174.6209855,270.3867968,73.91304348
22,ENTHUSIASM,8,80,100,20,10,8,2.58E-13,1.292474371,-2.710777758,3.2748186,-0.095175127,5.985596358,2.212483184,0.820653849,0.320804047,1.56E-14,-0.011157533,1.124768677,-21.92688175,-4.29E-06,0.993730366,-2.522327662,1.760865331,-0.142773464,4.283193111,2.98563229,-0.406119347,-0.32689327,26,0.999195038,0.41131388,37.55117908,-96.48831642,79.61376489,176.1020813,-0.610668225,-0.52326671,781.9010417,175.4191873,252.8077722,54.16666667
22,ENTHUSIASM,9,90,110,20,10,8,-3.20E-13,1.116735616,-3.062483792,1.876036988,0.233345881,4.938520779,2.791877871,1.221908984,-1.154666885,-1.98E-16,-0.003654348,0.74580891,-21.92688233,-3.31E-06,0.993730307,-2.284372807,1.99881506,0.095178507,4.283187866,3.007740865,-0.766333342,-0.005600224,26,0.963772301,-0.110886808,34.47448007,-84.40054655,64.05138656,148.4519331,-0.78410483,-0.598570401,722.9567308,97.38351338,155.9997997,50
22,LIKING,0,0,20,20,10,6,4.26E-13,1.084124942,-2.015728273,2.386904138,-0.130077989,4.402632412,3.108991805,-0.474183801,0.392072206,-1.42E-14,-0.013033585,0.590489656,-21.92688158,2.01E-06,0.993730366,-1.678437352,4.843502045,-0.143866569,6.521939278,2.25556146,5.897927284,1.590966225,20,0.372587303,-0.421895856,88.17017693,-506.7941696,566.600799,1073.394969,13.16351783,0.751482309,752.5,134.9159412,205.3662411,56
22,LIKING,1,10,30,20,10,6,1.78E-13,1.210685182,-2.699452314,2.055461953,0.203098882,4.754914267,2.920487862,-0.276364983,-0.498878231,-9.94E-15,0.017815691,1.005057598,-21.92688183,-4.35E-06,0.993730366,-1.960365772,2.060888529,0.337489963,4.021254539,2.767465895,-0.745730877,-0.229068622,24,1.099455339,-0.246978461,40.89531341,-108.6040446,58.48214367,167.0861883,-0.826962312,-0.672481257,747.5961538,105.4836617,178.8908973,46.15384615
22,LIKING,2,20,40,20,10,6,-8.88E-13,1.66267418,-3.566912393,2.99779482,0.297264188,6.564707213,2.945461844,-0.368638289,-0.344804987,-1.68E-14,0.004407039,1.292409228,-21.9268829,-2.38E-08,0.993730307,-0.316146314,8.735165596,-0.14291577,9.051311493,0.193660871,71.63629913,8.489704132,1,8.558440666,0.335904252,39.05448834,-117.8571217,100.2868887,218.1440104,-0.445535346,-0.707197813,756.25,119.5933594,177.4658858,48
22,LIKING,3,30,50,20,10,6,7.37E-13,1.372069833,-3.65198232,2.291894931,0.364987257,5.943877251,2.378911862,0.494031246,-0.769567426,7.67E-15,0.011252016,1.055450161,-21.92688127,2.62E-07,0.993730545,-0.476014078,8.739966393,-0.128240824,9.21598053,0.193660986,71.80039215,8.502493858,1,8.58689407,-0.537652345,42.11414095,-117.8572972,100.2868471,218.1441443,-0.460842793,-0.727876672,768.75,117.7935716,156.0545653,36
22,LIKING,4,40,60,20,10,6,5.51E-13,1.212797755,-2.463066219,1.459198892,0.595325393,3.922265111,2.775716309,-1.072641092,-0.555411863,-8.53E-15,-0.035068782,0.709780588,-21.92688146,-3.20E-06,0.993730366,-2.700678825,1.932061315,0.247424081,4.632740021,3.087141287,-0.248483896,-0.35567838,24,0.725760608,-0.330233854,44.81167995,-111.8359136,65.57717459,177.4130882,-0.771665972,-0.73169269,768.75,94.72152854,134.638187,56
